BIO | Cognitive_Capacity_and_Brain_Health | Cerebrovascular_and_Oxygenation_Support | Vascular_Risk_Optimization_Frameworks | Blood_Pressure_Optimization_Framework
SOCIAL | Social_Media_Ecosystem | Social_Media_Ecosystem_and_Interventions | Account_and_Profile_Governance | Account_Security_and_Recovery | Device_And_Session_Management_Setup
SOCIAL | Social_Media_Ecosystem | Social_Media_Ecosystem_and_Interventions | Account_and_Profile_Governance | Account_Security_and_Recovery | Impersonation_Prevention_Profile_Verification_Strategy
SOCIAL | Social_Media_Ecosystem | Social_Media_Ecosystem_and_Interventions | Account_and_Profile_Governance | Account_Security_and_Recovery | Login_Alert_Enablement_Setup
SOCIAL | Social_Media_Ecosystem | Social_Media_Ecosystem_and_Interventions | Account_and_Profile_Governance | Account_Security_and_Recovery | Multi_Factor_Authentication_Enablement_Support
SOCIAL | Social_Media_Ecosystem | Social_Media_Ecosystem_and_Interventions | Account_and_Profile_Governance | Account_Security_and_Recovery | Password_Hygiene_And_Reset_Plan
SOCIAL | Social_Media_Ecosystem | Social_Media_Ecosystem_and_Interventions | Account_and_Profile_Governance | Account_Security_and_Recovery | Suspicious_Login_Response_Playbook
SOCIAL | Social_Media_Ecosystem | Social_Media_Ecosystem_and_Interventions | Account_and_Profile_Governance | Audience_and_Visibility_Controls | Close_Friends_Audience_List_Setup
SOCIAL | Social_Media_Ecosystem | Social_Media_Ecosystem_and_Interventions | Account_and_Profile_Governance | Audience_and_Visibility_Controls | Comment_Audience_Restriction_Setup
SOCIAL | Social_Media_Ecosystem | Social_Media_Ecosystem_and_Interventions | Account_and_Profile_Governance | Audience_and_Visibility_Controls | Direct_Message_Request_Filter_Setup
SOCIAL | Social_Media_Ecosystem | Social_Media_Ecosystem_and_Interventions | Account_and_Profile_Governance | Audience_and_Visibility_Controls | Follower_Approval_Workflow_Setup
SOCIAL | Social_Media_Ecosystem | Social_Media_Ecosystem_and_Interventions | Account_and_Profile_Governance | Audience_and_Visibility_Controls | Post_Audience_Default_Setup
SOCIAL | Social_Media_Ecosystem | Social_Media_Ecosystem_and_Interventions | Account_and_Profile_Governance | Audience_and_Visibility_Controls | Private_Account_Enablement_Setup
SOCIAL | Social_Media_Ecosystem | Social_Media_Ecosystem_and_Interventions | Account_and_Profile_Governance | Audience_and_Visibility_Controls | Search_And_Discoverability_Reduction_Setup
SOCIAL | Social_Media_Ecosystem | Social_Media_Ecosystem_and_Interventions | Account_and_Profile_Governance | Audience_and_Visibility_Controls | Tagging_And_Mention_Approval_Setup
SOCIAL | Social_Media_Ecosystem | Social_Media_Ecosystem_and_Interventions | Account_and_Profile_Governance | Data_Rights_and_Portability | Ad_Personalization_OptOut_Setup
SOCIAL | Social_Media_Ecosystem | Social_Media_Ecosystem_and_Interventions | Account_and_Profile_Governance | Data_Rights_and_Portability | Contact_Sync_Disablement_Setup
SOCIAL | Social_Media_Ecosystem | Social_Media_Ecosystem_and_Interventions | Account_and_Profile_Governance | Data_Rights_and_Portability | CrossPlatform_Tracking_Reduction_Setup
SOCIAL | Social_Media_Ecosystem | Social_Media_Ecosystem_and_Interventions | Account_and_Profile_Governance | Data_Rights_and_Portability | Data_Deletion_Request_Navigation_Support
SOCIAL | Social_Media_Ecosystem | Social_Media_Ecosystem_and_Interventions | Account_and_Profile_Governance | Data_Rights_and_Portability | Data_Download_And_Archive_Setup
SOCIAL | Social_Media_Ecosystem | Social_Media_Ecosystem_and_Interventions | Account_and_Profile_Governance | Data_Rights_and_Portability | Location_Metadata_Removal_Setup
SOCIAL | Social_Media_Ecosystem | Social_Media_Ecosystem_and_Interventions | Account_and_Profile_Governance | Data_Rights_and_Portability | Privacy_Policy_Literacy_Toolkit
SOCIAL | Social_Media_Ecosystem | Social_Media_Ecosystem_and_Interventions | Account_and_Profile_Governance | Data_Rights_and_Portability | Third_Party_App_Permissions_Audit
SOCIAL | Social_Media_Ecosystem | Social_Media_Ecosystem_and_Interventions | Account_and_Profile_Governance | Identity_and_Self_Presentation | Identity_Context_Switching_Strategy
SOCIAL | Social_Media_Ecosystem | Social_Media_Ecosystem_and_Interventions | Account_and_Profile_Governance | Identity_and_Self_Presentation | Personal_Profile_Boundary_Setup
SOCIAL | Social_Media_Ecosystem | Social_Media_Ecosystem_and_Interventions | Account_and_Profile_Governance | Identity_and_Self_Presentation | Professional_Profile_Boundary_Setup
SOCIAL | Social_Media_Ecosystem | Social_Media_Ecosystem_and_Interventions | Account_and_Profile_Governance | Identity_and_Self_Presentation | Profile_Content_Tone_And_Purpose_Declaration
SOCIAL | Social_Media_Ecosystem | Social_Media_Ecosystem_and_Interventions | Account_and_Profile_Governance | Identity_and_Self_Presentation | Profile_Disclosure_Level_Planning
SOCIAL | Social_Media_Ecosystem | Social_Media_Ecosystem_and_Interventions | Account_and_Profile_Governance | Identity_and_Self_Presentation | Pseudonym_And_Handle_Selection_For_Safety
SOCIAL | Social_Media_Ecosystem | Social_Media_Ecosystem_and_Interventions | Account_and_Profile_Governance | Identity_and_Self_Presentation | Selective_Audience_Self_Presentation_Coaching
SOCIAL | Social_Media_Ecosystem | Social_Media_Ecosystem_and_Interventions | Account_and_Profile_Governance | Identity_and_Self_Presentation | Values_Statement_And_Community_Norms_Profile_Text
SOCIAL | Social_Media_Ecosystem | Social_Media_Ecosystem_and_Interventions | Addiction_Related_Digital_Use_and_Supports | Care_Integration_and_Escalation_Pathways | Brief_Intervention_For_Compulsive_Digital_Use_Service
SOCIAL | Social_Media_Ecosystem | Social_Media_Ecosystem_and_Interventions | Addiction_Related_Digital_Use_and_Supports | Care_Integration_and_Escalation_Pathways | Clinician_Guided_Digital_Use_Change_Plan
SOCIAL | Social_Media_Ecosystem | Social_Media_Ecosystem_and_Interventions | Addiction_Related_Digital_Use_and_Supports | Care_Integration_and_Escalation_Pathways | Crisis_Escalation_Pathway_When_Use_Becomes_Unsafe
SOCIAL | Social_Media_Ecosystem | Social_Media_Ecosystem_and_Interventions | Addiction_Related_Digital_Use_and_Supports | Care_Integration_and_Escalation_Pathways | Family_Support_And_Collateral_Coaching_For_Digital_Use
SOCIAL | Social_Media_Ecosystem | Social_Media_Ecosystem_and_Interventions | Addiction_Related_Digital_Use_and_Supports | Care_Integration_and_Escalation_Pathways | Integrated_Safety_Planning_For_Digital_Risk_Contexts
SOCIAL | Social_Media_Ecosystem | Social_Media_Ecosystem_and_Interventions | Addiction_Related_Digital_Use_and_Supports | Care_Integration_and_Escalation_Pathways | Motivational_Interviewing_Style_Digital_Use_Module
SOCIAL | Social_Media_Ecosystem | Social_Media_Ecosystem_and_Interventions | Addiction_Related_Digital_Use_and_Supports | Care_Integration_and_Escalation_Pathways | Peer_Recovery_Coach_Linkage_For_Behavior_Change
SOCIAL | Social_Media_Ecosystem | Social_Media_Ecosystem_and_Interventions | Addiction_Related_Digital_Use_and_Supports | Care_Integration_and_Escalation_Pathways | Referral_Pathway_To_Behavioral_Health_Support
SOCIAL | Social_Media_Ecosystem | Social_Media_Ecosystem_and_Interventions | Addiction_Related_Digital_Use_and_Supports | CoOccurring_Behavior_Triggers_in_Social_Media | Alcohol_And_Substance_Cue_Content_Exposure_Reduction_Setup
SOCIAL | Social_Media_Ecosystem | Social_Media_Ecosystem_and_Interventions | Addiction_Related_Digital_Use_and_Supports | CoOccurring_Behavior_Triggers_in_Social_Media | Anger_And_Ragebait_Exposure_Reduction_Strategy
SOCIAL | Social_Media_Ecosystem | Social_Media_Ecosystem_and_Interventions | Addiction_Related_Digital_Use_and_Supports | CoOccurring_Behavior_Triggers_in_Social_Media | Conflict_Seeking_And_Debate_Compulsion_Reduction_Strategy
SOCIAL | Social_Media_Ecosystem | Social_Media_Ecosystem_and_Interventions | Addiction_Related_Digital_Use_and_Supports | CoOccurring_Behavior_Triggers_in_Social_Media | Dating_App_CrossTrigger_Reduction_Strategy
SOCIAL | Social_Media_Ecosystem | Social_Media_Ecosystem_and_Interventions | Addiction_Related_Digital_Use_and_Supports | CoOccurring_Behavior_Triggers_in_Social_Media | Food_And_Binge_Cue_Content_Exposure_Reduction_Setup
SOCIAL | Social_Media_Ecosystem | Social_Media_Ecosystem_and_Interventions | Addiction_Related_Digital_Use_and_Supports | CoOccurring_Behavior_Triggers_in_Social_Media | Gambling_Cue_Content_Exposure_Reduction_Setup
SOCIAL | Social_Media_Ecosystem | Social_Media_Ecosystem_and_Interventions | Addiction_Related_Digital_Use_and_Supports | CoOccurring_Behavior_Triggers_in_Social_Media | Pornography_Trigger_Content_Exposure_Reduction_Setup
SOCIAL | Social_Media_Ecosystem | Social_Media_Ecosystem_and_Interventions | Addiction_Related_Digital_Use_and_Supports | CoOccurring_Behavior_Triggers_in_Social_Media | Self_Comparison_And_Shame_Trigger_Reduction_Strategy
SOCIAL | Social_Media_Ecosystem | Social_Media_Ecosystem_and_Interventions | Addiction_Related_Digital_Use_and_Supports | Craving_and_Urge_Management_Skills | Alternative_Rewards_And_Pleasure_Planning_Module
SOCIAL | Social_Media_Ecosystem | Social_Media_Ecosystem_and_Interventions | Addiction_Related_Digital_Use_and_Supports | Craving_and_Urge_Management_Skills | Cognitive_Distortion_Check_For_Justification_Module
SOCIAL | Social_Media_Ecosystem | Social_Media_Ecosystem_and_Interventions | Addiction_Related_Digital_Use_and_Supports | Craving_and_Urge_Management_Skills | Craving_Surfing_Guided_Module
SOCIAL | Social_Media_Ecosystem | Social_Media_Ecosystem_and_Interventions | Addiction_Related_Digital_Use_and_Supports | Craving_and_Urge_Management_Skills | Delay_And_Decide_Friction_Prompt_Module
SOCIAL | Social_Media_Ecosystem | Social_Media_Ecosystem_and_Interventions | Addiction_Related_Digital_Use_and_Supports | Craving_and_Urge_Management_Skills | Emotion_Labeling_Before_Scroll_Prompt_Module
SOCIAL | Social_Media_Ecosystem | Social_Media_Ecosystem_and_Interventions | Addiction_Related_Digital_Use_and_Supports | Craving_and_Urge_Management_Skills | Grounding_Prompt_On_App_Open_Module
SOCIAL | Social_Media_Ecosystem | Social_Media_Ecosystem_and_Interventions | Addiction_Related_Digital_Use_and_Supports | Craving_and_Urge_Management_Skills | If_Then_Urge_Response_Planning_Module
SOCIAL | Social_Media_Ecosystem | Social_Media_Ecosystem_and_Interventions | Addiction_Related_Digital_Use_and_Supports | Craving_and_Urge_Management_Skills | Micro_Recovery_Breathing_Prompt_Module
SOCIAL | Social_Media_Ecosystem | Social_Media_Ecosystem_and_Interventions | Addiction_Related_Digital_Use_and_Supports | Craving_and_Urge_Management_Skills | Replacement_Action_Menu_For_Urges
SOCIAL | Social_Media_Ecosystem | Social_Media_Ecosystem_and_Interventions | Addiction_Related_Digital_Use_and_Supports | Craving_and_Urge_Management_Skills | Self_Compassion_After_Slip_Module
SOCIAL | Social_Media_Ecosystem | Social_Media_Ecosystem_and_Interventions | Addiction_Related_Digital_Use_and_Supports | Craving_and_Urge_Management_Skills | Shame_Reduction_And_Recommitment_Module
SOCIAL | Social_Media_Ecosystem | Social_Media_Ecosystem_and_Interventions | Addiction_Related_Digital_Use_and_Supports | Craving_and_Urge_Management_Skills | Stress_To_Scroll_Interruption_Skills_Module
SOCIAL | Social_Media_Ecosystem | Social_Media_Ecosystem_and_Interventions | Addiction_Related_Digital_Use_and_Supports | Environmental_Control_and_Friction_Design | Account_Level_Content_Category_Blocking_Setup
SOCIAL | Social_Media_Ecosystem | Social_Media_Ecosystem_and_Interventions | Addiction_Related_Digital_Use_and_Supports | Environmental_Control_and_Friction_Design | Autoplay_Disablement_Setup
SOCIAL | Social_Media_Ecosystem | Social_Media_Ecosystem_and_Interventions | Addiction_Related_Digital_Use_and_Supports | Environmental_Control_and_Friction_Design | Block_Triggering_Hashtags_And_Keywords_Setup
SOCIAL | Social_Media_Ecosystem | Social_Media_Ecosystem_and_Interventions | Addiction_Related_Digital_Use_and_Supports | Environmental_Control_and_Friction_Design | Device_Level_Content_Blocking_Profile_Setup
SOCIAL | Social_Media_Ecosystem | Social_Media_Ecosystem_and_Interventions | Addiction_Related_Digital_Use_and_Supports | Environmental_Control_and_Friction_Design | Disable_InApp_Gambling_Like_Mechanics_Strategy
SOCIAL | Social_Media_Ecosystem | Social_Media_Ecosystem_and_Interventions | Addiction_Related_Digital_Use_and_Supports | Environmental_Control_and_Friction_Design | Disable_Live_Stream_Discovery_Strategy
SOCIAL | Social_Media_Ecosystem | Social_Media_Ecosystem_and_Interventions | Addiction_Related_Digital_Use_and_Supports | Environmental_Control_and_Friction_Design | Disable_Personalized_Recommendations_Strategy
SOCIAL | Social_Media_Ecosystem | Social_Media_Ecosystem_and_Interventions | Addiction_Related_Digital_Use_and_Supports | Environmental_Control_and_Friction_Design | Disable_Rewarding_Streaks_And_Badges_Strategy
SOCIAL | Social_Media_Ecosystem | Social_Media_Ecosystem_and_Interventions | Addiction_Related_Digital_Use_and_Supports | Environmental_Control_and_Friction_Design | Disable_ShortForm_Video_Feed_Strategy
SOCIAL | Social_Media_Ecosystem | Social_Media_Ecosystem_and_Interventions | Addiction_Related_Digital_Use_and_Supports | Environmental_Control_and_Friction_Design | Disable_Trending_And_Viral_Feed_Strategy
SOCIAL | Social_Media_Ecosystem | Social_Media_Ecosystem_and_Interventions | Addiction_Related_Digital_Use_and_Supports | Environmental_Control_and_Friction_Design | Home_Screen_Deemphasis_And_App_Hiding_Strategy
SOCIAL | Social_Media_Ecosystem | Social_Media_Ecosystem_and_Interventions | Addiction_Related_Digital_Use_and_Supports | Environmental_Control_and_Friction_Design | Infinite_Scroll_Interruption_Strategy
SOCIAL | Social_Media_Ecosystem | Social_Media_Ecosystem_and_Interventions | Addiction_Related_Digital_Use_and_Supports | Environmental_Control_and_Friction_Design | Remove_OneTap_Access_Shortcuts_Strategy
SOCIAL | Social_Media_Ecosystem | Social_Media_Ecosystem_and_Interventions | Addiction_Related_Digital_Use_and_Supports | Environmental_Control_and_Friction_Design | Remove_Shopping_And_LiveCommerce_Triggers_Strategy
SOCIAL | Social_Media_Ecosystem | Social_Media_Ecosystem_and_Interventions | Addiction_Related_Digital_Use_and_Supports | Environmental_Control_and_Friction_Design | Restrict_Account_Suggestions_And_Friend_Recommendations_Setup
SOCIAL | Social_Media_Ecosystem | Social_Media_Ecosystem_and_Interventions | Addiction_Related_Digital_Use_and_Supports | Environmental_Control_and_Friction_Design | Use_Alternative_ReadOnly_Client_Strategy
SOCIAL | Social_Media_Ecosystem | Social_Media_Ecosystem_and_Interventions | Addiction_Related_Digital_Use_and_Supports | Financial_and_Transactional_Risk_Reduction | Ad_And_Shopping_Content_Blocking_Setup
SOCIAL | Social_Media_Ecosystem | Social_Media_Ecosystem_and_Interventions | Addiction_Related_Digital_Use_and_Supports | Financial_and_Transactional_Risk_Reduction | Creator_Tipping_And_Donations_Boundary_Strategy
SOCIAL | Social_Media_Ecosystem | Social_Media_Ecosystem_and_Interventions | Addiction_Related_Digital_Use_and_Supports | Financial_and_Transactional_Risk_Reduction | Disable_InApp_Purchases_Strategy
SOCIAL | Social_Media_Ecosystem | Social_Media_Ecosystem_and_Interventions | Addiction_Related_Digital_Use_and_Supports | Financial_and_Transactional_Risk_Reduction | Impulse_Spending_Interruption_Prompt_Module
SOCIAL | Social_Media_Ecosystem | Social_Media_Ecosystem_and_Interventions | Addiction_Related_Digital_Use_and_Supports | Financial_and_Transactional_Risk_Reduction | LiveCommerce_And_FlashSale_Exposure_Reduction_Setup
SOCIAL | Social_Media_Ecosystem | Social_Media_Ecosystem_and_Interventions | Addiction_Related_Digital_Use_and_Supports | Financial_and_Transactional_Risk_Reduction | Microtransaction_Trigger_Recognition_Toolkit
SOCIAL | Social_Media_Ecosystem | Social_Media_Ecosystem_and_Interventions | Addiction_Related_Digital_Use_and_Supports | Financial_and_Transactional_Risk_Reduction | Remove_Saved_Payment_Methods_Strategy
SOCIAL | Social_Media_Ecosystem | Social_Media_Ecosystem_and_Interventions | Addiction_Related_Digital_Use_and_Supports | Financial_and_Transactional_Risk_Reduction | Subscription_Audit_And_Cancellation_Workflow
SOCIAL | Social_Media_Ecosystem | Social_Media_Ecosystem_and_Interventions | Addiction_Related_Digital_Use_and_Supports | Goal_Aligned_Use_and_Behavioral_Contracts | Accountability_Contract_With_Trusted_Person_Template
SOCIAL | Social_Media_Ecosystem | Social_Media_Ecosystem_and_Interventions | Addiction_Related_Digital_Use_and_Supports | Goal_Aligned_Use_and_Behavioral_Contracts | Commitment_Statement_And_Pledge_Module
SOCIAL | Social_Media_Ecosystem | Social_Media_Ecosystem_and_Interventions | Addiction_Related_Digital_Use_and_Supports | Goal_Aligned_Use_and_Behavioral_Contracts | Goal_Based_App_Access_Gatekeeper_Module
SOCIAL | Social_Media_Ecosystem | Social_Media_Ecosystem_and_Interventions | Addiction_Related_Digital_Use_and_Supports | Goal_Aligned_Use_and_Behavioral_Contracts | Intentional_Use_Goal_Definition_Module
SOCIAL | Social_Media_Ecosystem | Social_Media_Ecosystem_and_Interventions | Addiction_Related_Digital_Use_and_Supports | Goal_Aligned_Use_and_Behavioral_Contracts | Personal_Rules_For_Social_Media_Use_Template
SOCIAL | Social_Media_Ecosystem | Social_Media_Ecosystem_and_Interventions | Addiction_Related_Digital_Use_and_Supports | Goal_Aligned_Use_and_Behavioral_Contracts | Pre_Open_Intention_Prompt_Module
SOCIAL | Social_Media_Ecosystem | Social_Media_Ecosystem_and_Interventions | Addiction_Related_Digital_Use_and_Supports | Goal_Aligned_Use_and_Behavioral_Contracts | Public_Versus_Private_Commitment_Strategy
SOCIAL | Social_Media_Ecosystem | Social_Media_Ecosystem_and_Interventions | Addiction_Related_Digital_Use_and_Supports | Goal_Aligned_Use_and_Behavioral_Contracts | Relapse_Prevention_Plan_For_Compulsive_Use
SOCIAL | Social_Media_Ecosystem | Social_Media_Ecosystem_and_Interventions | Addiction_Related_Digital_Use_and_Supports | Goal_Aligned_Use_and_Behavioral_Contracts | Scheduled_Content_Consumption_Window_Strategy
SOCIAL | Social_Media_Ecosystem | Social_Media_Ecosystem_and_Interventions | Addiction_Related_Digital_Use_and_Supports | Goal_Aligned_Use_and_Behavioral_Contracts | Slip_Analysis_And_Plan_Update_Workflow
SOCIAL | Social_Media_Ecosystem | Social_Media_Ecosystem_and_Interventions | Addiction_Related_Digital_Use_and_Supports | Goal_Aligned_Use_and_Behavioral_Contracts | Sober_Scroll_Mode_ReadOnly_Strategy
SOCIAL | Social_Media_Ecosystem | Social_Media_Ecosystem_and_Interventions | Addiction_Related_Digital_Use_and_Supports | Goal_Aligned_Use_and_Behavioral_Contracts | Values_Aligned_Use_Boundaries_Coaching_Module
SOCIAL | Social_Media_Ecosystem | Social_Media_Ecosystem_and_Interventions | Addiction_Related_Digital_Use_and_Supports | Maintenance_Recovery_and_Identity_Shift | Build_New_Rituals_To_Replace_Scrolling_Module
SOCIAL | Social_Media_Ecosystem | Social_Media_Ecosystem_and_Interventions | Addiction_Related_Digital_Use_and_Supports | Maintenance_Recovery_and_Identity_Shift | Compassionate_Relapse_Review_And_Recommitment_Workflow
SOCIAL | Social_Media_Ecosystem | Social_Media_Ecosystem_and_Interventions | Addiction_Related_Digital_Use_and_Supports | Maintenance_Recovery_and_Identity_Shift | Identity_Based_Habit_Change_Module_For_Digital_Use
SOCIAL | Social_Media_Ecosystem | Social_Media_Ecosystem_and_Interventions | Addiction_Related_Digital_Use_and_Supports | Maintenance_Recovery_and_Identity_Shift | LongTerm_Digital_Wellbeing_Ruleset_Template
SOCIAL | Social_Media_Ecosystem | Social_Media_Ecosystem_and_Interventions | Addiction_Related_Digital_Use_and_Supports | Maintenance_Recovery_and_Identity_Shift | Rebuild_Attention_And_Deep_Work_Capacity_Module
SOCIAL | Social_Media_Ecosystem | Social_Media_Ecosystem_and_Interventions | Addiction_Related_Digital_Use_and_Supports | Maintenance_Recovery_and_Identity_Shift | Rebuild_Social_Connection_Offline_Integration_Plan
SOCIAL | Social_Media_Ecosystem | Social_Media_Ecosystem_and_Interventions | Addiction_Related_Digital_Use_and_Supports | Maintenance_Recovery_and_Identity_Shift | Reinforce_Self_Efficacy_After_Progress_Module
SOCIAL | Social_Media_Ecosystem | Social_Media_Ecosystem_and_Interventions | Addiction_Related_Digital_Use_and_Supports | Maintenance_Recovery_and_Identity_Shift | Sustainability_Check_And_Boundary_Adjustment_Module
SOCIAL | Social_Media_Ecosystem | Social_Media_Ecosystem_and_Interventions | Addiction_Related_Digital_Use_and_Supports | Notification_and_Interruption_Control | Disable_Comment_Reaction_Notifications_Strategy
SOCIAL | Social_Media_Ecosystem | Social_Media_Ecosystem_and_Interventions | Addiction_Related_Digital_Use_and_Supports | Notification_and_Interruption_Control | Disable_Email_Reengagement_Promotions_Strategy
SOCIAL | Social_Media_Ecosystem | Social_Media_Ecosystem_and_Interventions | Addiction_Related_Digital_Use_and_Supports | Notification_and_Interruption_Control | Disable_InApp_Badge_Indicators_Strategy
SOCIAL | Social_Media_Ecosystem | Social_Media_Ecosystem_and_Interventions | Addiction_Related_Digital_Use_and_Supports | Notification_and_Interruption_Control | Disable_Nonessential_Push_Notifications_Setup
SOCIAL | Social_Media_Ecosystem | Social_Media_Ecosystem_and_Interventions | Addiction_Related_Digital_Use_and_Supports | Notification_and_Interruption_Control | Limit_DM_Notifications_To_Trusted_Contacts_Setup
SOCIAL | Social_Media_Ecosystem | Social_Media_Ecosystem_and_Interventions | Addiction_Related_Digital_Use_and_Supports | Notification_and_Interruption_Control | Mute_Reengagement_Pings_And_Mentions_Strategy
SOCIAL | Social_Media_Ecosystem | Social_Media_Ecosystem_and_Interventions | Addiction_Related_Digital_Use_and_Supports | Notification_and_Interruption_Control | Notification_Category_Allowlist_Setup
SOCIAL | Social_Media_Ecosystem | Social_Media_Ecosystem_and_Interventions | Addiction_Related_Digital_Use_and_Supports | Notification_and_Interruption_Control | Notification_Privacy_And_Preview_Control_Setup
SOCIAL | Social_Media_Ecosystem | Social_Media_Ecosystem_and_Interventions | Addiction_Related_Digital_Use_and_Supports | Notification_and_Interruption_Control | Quiet_Mode_And_Focus_Mode_Enablement_Setup
SOCIAL | Social_Media_Ecosystem | Social_Media_Ecosystem_and_Interventions | Addiction_Related_Digital_Use_and_Supports | Notification_and_Interruption_Control | Reduce_Algorithmic_Reengagement_Alerts_Strategy
SOCIAL | Social_Media_Ecosystem | Social_Media_Ecosystem_and_Interventions | Addiction_Related_Digital_Use_and_Supports | Social_Accountability_and_Support_Networks | Accountability_Partner_Matching_Workflow
SOCIAL | Social_Media_Ecosystem | Social_Media_Ecosystem_and_Interventions | Addiction_Related_Digital_Use_and_Supports | Social_Accountability_and_Support_Networks | Buddy_System_For_Digital_Detox_Transitions
SOCIAL | Social_Media_Ecosystem | Social_Media_Ecosystem_and_Interventions | Addiction_Related_Digital_Use_and_Supports | Social_Accountability_and_Support_Networks | Co_Use_Reduction_As_Dyad_Coaching_Module
SOCIAL | Social_Media_Ecosystem | Social_Media_Ecosystem_and_Interventions | Addiction_Related_Digital_Use_and_Supports | Social_Accountability_and_Support_Networks | Coach_Led_Digital_Use_Change_Program
SOCIAL | Social_Media_Ecosystem | Social_Media_Ecosystem_and_Interventions | Addiction_Related_Digital_Use_and_Supports | Social_Accountability_and_Support_Networks | Family_Or_Household_Boundary_Agreement_For_Device_Use
SOCIAL | Social_Media_Ecosystem | Social_Media_Ecosystem_and_Interventions | Addiction_Related_Digital_Use_and_Supports | Social_Accountability_and_Support_Networks | Moderated_Recovery_Or_Wellbeing_Online_Community_Enrollment
SOCIAL | Social_Media_Ecosystem | Social_Media_Ecosystem_and_Interventions | Addiction_Related_Digital_Use_and_Supports | Social_Accountability_and_Support_Networks | Peer_Group_For_Intentional_Digital_Use_Enrollment
SOCIAL | Social_Media_Ecosystem | Social_Media_Ecosystem_and_Interventions | Addiction_Related_Digital_Use_and_Supports | Social_Accountability_and_Support_Networks | Peer_Support_CheckIn_Template_For_Digital_Use_Goals
SOCIAL | Social_Media_Ecosystem | Social_Media_Ecosystem_and_Interventions | Addiction_Related_Digital_Use_and_Supports | Social_Accountability_and_Support_Networks | Supportive_Nudge_Message_Template_Library
SOCIAL | Social_Media_Ecosystem | Social_Media_Ecosystem_and_Interventions | Addiction_Related_Digital_Use_and_Supports | Social_Accountability_and_Support_Networks | Trusted_Contact_Intervention_Plan_For_Risk_Moments
SOCIAL | Social_Media_Ecosystem | Social_Media_Ecosystem_and_Interventions | Addiction_Related_Digital_Use_and_Supports | Substitution_and_Healthy_Replacement_Building | Environmental_Cue_Swap_Strategy_For_Boredom_Scrolling
SOCIAL | Social_Media_Ecosystem | Social_Media_Ecosystem_and_Interventions | Addiction_Related_Digital_Use_and_Supports | Substitution_and_Healthy_Replacement_Building | Meal_And_Self_Care_Substitution_Prompt_Module
SOCIAL | Social_Media_Ecosystem | Social_Media_Ecosystem_and_Interventions | Addiction_Related_Digital_Use_and_Supports | Substitution_and_Healthy_Replacement_Building | Meaningful_Hobby_Substitution_Planning_Module
SOCIAL | Social_Media_Ecosystem | Social_Media_Ecosystem_and_Interventions | Addiction_Related_Digital_Use_and_Supports | Substitution_and_Healthy_Replacement_Building | Micro_Task_Substitution_Action_Menu
SOCIAL | Social_Media_Ecosystem | Social_Media_Ecosystem_and_Interventions | Addiction_Related_Digital_Use_and_Supports | Substitution_and_Healthy_Replacement_Building | Mindfulness_Practice_Substitution_Prompt_Module
SOCIAL | Social_Media_Ecosystem | Social_Media_Ecosystem_and_Interventions | Addiction_Related_Digital_Use_and_Supports | Substitution_and_Healthy_Replacement_Building | Movement_Break_Substitution_Prompt_Module
SOCIAL | Social_Media_Ecosystem | Social_Media_Ecosystem_and_Interventions | Addiction_Related_Digital_Use_and_Supports | Substitution_and_Healthy_Replacement_Building | Offline_Connection_Action_Prompt_Module
SOCIAL | Social_Media_Ecosystem | Social_Media_Ecosystem_and_Interventions | Addiction_Related_Digital_Use_and_Supports | Substitution_and_Healthy_Replacement_Building | Sleep_Hygiene_Protection_From_Late_Night_Scrolling_Strategy
SOCIAL | Social_Media_Ecosystem | Social_Media_Ecosystem_and_Interventions | Addiction_Related_Digital_Use_and_Supports | Substitution_and_Healthy_Replacement_Building | Social_Support_Contact_Substitution_Prompt_Module
SOCIAL | Social_Media_Ecosystem | Social_Media_Ecosystem_and_Interventions | Addiction_Related_Digital_Use_and_Supports | Substitution_and_Healthy_Replacement_Building | Study_Or_Work_Deep_Focus_Substitution_Toolkit
SOCIAL | Social_Media_Ecosystem | Social_Media_Ecosystem_and_Interventions | Addiction_Related_Digital_Use_and_Supports | Use_Pattern_Assessment_and_Awareness | Automaticity_Disruption_Checklist
SOCIAL | Social_Media_Ecosystem | Social_Media_Ecosystem_and_Interventions | Addiction_Related_Digital_Use_and_Supports | Use_Pattern_Assessment_and_Awareness | Cue_Routine_Reward_Loop_Mapping_Exercise
SOCIAL | Social_Media_Ecosystem | Social_Media_Ecosystem_and_Interventions | Addiction_Related_Digital_Use_and_Supports | Use_Pattern_Assessment_and_Awareness | Digital_Use_Functional_Analysis_Workflow
SOCIAL | Social_Media_Ecosystem | Social_Media_Ecosystem_and_Interventions | Addiction_Related_Digital_Use_and_Supports | Use_Pattern_Assessment_and_Awareness | Dopamine_Seeking_Pattern_Insight_Psychoeducation
SOCIAL | Social_Media_Ecosystem | Social_Media_Ecosystem_and_Interventions | Addiction_Related_Digital_Use_and_Supports | Use_Pattern_Assessment_and_Awareness | Emotion_State_To_Scrolling_Link_Insight_Module
SOCIAL | Social_Media_Ecosystem | Social_Media_Ecosystem_and_Interventions | Addiction_Related_Digital_Use_and_Supports | Use_Pattern_Assessment_and_Awareness | High_Risk_Situations_Identification_For_Compulsive_Use
